condition,replicate_id,measurement_type,index,time_s,Ewe_V,Ewe_mV,current_density_A_cm2,frequency_Hz,ReZ_Ohm_cm2,neg_ImZ_Ohm_cm2,cycle
SR450,replicate_03,EIS,47,46.98475,-0.1312568,-131.2568,0,0,0,0,1
SR450,replicate_03,EIS,48,47.9992,-0.1313328,-131.3328,0,0,0,0,1
SR450,replicate_03,EIS,49,49.0136,-0.1313947,-131.3947,0,0,0,0,1
SR450,replicate_03,EIS,50,50.02805,-0.1311681,-131.1681,0,0,0,0,1
SR450,replicate_03,EIS,51,51.0473,-0.1307975,-130.7975,0,0,0,0,1
SR450,replicate_03,EIS,52,52.0617,-0.1305538,-130.5538,0,0,0,0,1
SR450,replicate_03,EIS,53,53.07615,-0.1302854,-130.2854,0,0,0,0,1
SR450,replicate_03,EIS,54,54.09055,-0.1299778,-129.9778,0,0,0,0,1
SR450,replicate_03,EIS,55,55.10495,-0.1299239,-129.9239,0,0,0,0,1
SR450,replicate_03,EIS,56,56.1194,-0.1296122,-129.6122,0,0,0,0,1
SR450,replicate_03,EIS,57,57.1338,-0.1293559,-129.3559,0,0,0,0,1
SR450,replicate_03,EIS,58,58.1482,-0.1291721,-129.1721,0,0,0,0,1
SR450,replicate_03,EIS,59,59.16265,-0.1290261,-129.0261,0,0,0,0,1
SR450,replicate_03,EIS,60,60.1771,-0.1288398,-128.8398,0,0,0,0,1
SR450,replicate_03,EIS,61,61.19635,-0.128516,-128.516,0,0,0,0,1
SR450,replicate_03,EIS,62,62.21075,-0.1285643,-128.5643,0,0,0,0,1
SR450,replicate_03,EIS,63,63.2252,-0.1283362,-128.3362,0,0,0,0,1
SR450,replicate_03,EIS,64,64.23965,-0.1281268,-128.1268,0,0,0,0,1
SR450,replicate_03,EIS,65,65.25405,-0.1281393,-128.1393,0,0,0,0,1
SR450,replicate_03,EIS,66,66.2685,-0.1279505,-127.9505,0,0,0,0,1
SR450,replicate_03,EIS,67,67.2829,-0.1277743,-127.7743,0,0,0,0,1
SR450,replicate_03,EIS,68,68.2973,-0.127737,-127.737,0,0,0,0,1
SR450,replicate_03,EIS,69,69.3117,-0.1275794,-127.5794,0,0,0,0,1
SR450,replicate_03,EIS,70,70.3261,-0.127516,-127.516,0,0,0,0,1
SR450,replicate_03,EIS,71,71.34535,-0.1274017,-127.4017,0,0,0,0,1
SR450,replicate_03,EIS,72,72.35975,-0.1273241,-127.3241,0,0,0,0,1
SR450,replicate_03,EIS,73,73.37415,-0.1270663,-127.0663,0,0,0,0,1
SR450,replicate_03,EIS,74,74.38855,-0.1269253,-126.9253,0,0,0,0,1
SR450,replicate_03,EIS,75,75.40295,-0.126742,-126.742,0,0,0,0,1
SR450,replicate_03,EIS,76,76.41735,-0.127099,-127.099,0,0,0,0,1
SR450,replicate_03,EIS,77,77.43175,-0.1277234,-127.7234,0,0,0,0,1
SR450,replicate_03,EIS,78,78.44615,-0.1278362,-127.8362,0,0,0,0,1
SR450,replicate_03,EIS,79,79.46055,-0.1283851,-128.3851,0,0,0,0,1
SR450,replicate_03,EIS,80,80.47495,-0.128584,-128.584,0,0,0,0,1
SR450,replicate_03,EIS,81,81.4942,-0.127947,-127.947,0,0,0,0,1
SR450,replicate_03,EIS,82,82.50865,-0.1274863,-127.4863,0,0,0,0,1
SR450,replicate_03,EIS,83,83.52305,-0.1272768,-127.2768,0,0,0,0,1
SR450,replicate_03,EIS,84,84.53745,-0.1269147,-126.9147,0,0,0,0,1
SR450,replicate_03,EIS,85,85.55185,-0.126817,-126.817,0,0,0,0,1
SR450,replicate_03,EIS,86,86.56625,-0.1266408,-126.6408,0,0,0,0,1
SR450,replicate_03,EIS,87,87.58065,-0.1266831,-126.6831,0,0,0,0,1
SR450,replicate_03,EIS,88,88.59505,-0.1263271,-126.3271,0,0,0,0,1
SR450,replicate_03,EIS,89,89.60945,-0.1262853,-126.2853,0,0,0,0,1
SR450,replicate_03,EIS,90,90.62385,-0.1260804,-126.0804,0,0,0,0,1
SR450,replicate_03,EIS,91,91.64305,-0.1259152,-125.9152,0,0,0,0,1
SR450,replicate_03,EIS,92,92.6575,-0.1257682,-125.7682,0,0,0,0,1
SR450,replicate_03,EIS,93,93.6719,-0.1255632,-125.5632,0,0,0,0,1
SR450,replicate_03,EIS,94,94.6863,-0.1256745,-125.6745,0,0,0,0,1
SR450,replicate_03,EIS,95,95.7007,-0.1255345,-125.5345,0,0,0,0,1
SR450,replicate_03,EIS,96,96.7151,-0.1254248,-125.4248,0,0,0,0,1
SR450,replicate_03,EIS,97,97.7295,-0.1253296,-125.3296,0,0,0,0,1
SR450,replicate_03,EIS,98,98.7439,-0.1252203,-125.2203,0,0,0,0,1
SR450,replicate_03,EIS,99,99.7583,-0.1252848,-125.2848,0,0,0,0,1
SR450,replicate_03,EIS,100,100.7727,-0.1255743,-125.5743,0,0,0,0,1
SR450,replicate_03,EIS,101,101.7919,-0.1264772,-126.4772,0,0,0,0,1
SR450,replicate_03,EIS,102,102.8064,-0.1259228,-125.9228,0,0,0,0,1
SR450,replicate_03,EIS,103,103.8208,-0.1257209,-125.7209,0,0,0,0,1
SR450,replicate_03,EIS,104,104.8352,-0.1254429,-125.4429,0,0,0,0,1
SR450,replicate_03,EIS,105,105.8496,-0.1253059,-125.3059,0,0,0,0,1
SR450,replicate_03,EIS,106,106.864,-0.1251201,-125.1201,0,0,0,0,1
SR450,replicate_03,EIS,107,107.8784,-0.1250849,-125.0849,0,0,0,0,1
SR450,replicate_03,EIS,108,108.8928,-0.1251861,-125.1861,0,0,0,0,1
SR450,replicate_03,EIS,109,109.9072,-0.1251357,-125.1357,0,0,0,0,1
SR450,replicate_03,EIS,110,110.9216,-0.1252863,-125.2863,0,0,0,0,1
SR450,replicate_03,EIS,111,111.9408,-0.1251317,-125.1317,0,0,0,0,1
SR450,replicate_03,EIS,112,112.9552,-0.1250849,-125.0849,0,0,0,0,1
SR450,replicate_03,EIS,113,113.9696,-0.1249484,-124.9484,0,0,0,0,1
SR450,replicate_03,EIS,114,114.984,-0.1249076,-124.9076,0,0,0,0,1
SR450,replicate_03,EIS,115,115.9984,-0.1247264,-124.7264,0,0,0,0,1
SR450,replicate_03,EIS,116,117.0128,-0.1247787,-124.7787,0,0,0,0,1
SR450,replicate_03,EIS,117,118.0272,-0.1245496,-124.5496,0,0,0,0,1
SR450,replicate_03,EIS,118,119.0416,-0.1246775,-124.6775,0,0,0,0,1
SR450,replicate_03,EIS,119,120.056,-0.1244947,-124.4947,0,0,0,0,1
SR450,replicate_03,EIS,120,121.0704,-0.1245718,-124.5718,0,0,0,0,1
SR450,replicate_03,EIS,121,122.0897,-0.1244907,-124.4907,0,0,0,0,1
SR450,replicate_03,EIS,122,123.104,-0.1246226,-124.6226,0,0,0,0,1
SR450,replicate_03,EIS,123,124.1185,-0.1243986,-124.3986,0,0,0,0,1
SR450,replicate_03,EIS,124,125.1329,-0.1244076,-124.4076,0,0,0,0,1
SR450,replicate_03,EIS,125,126.1473,-0.1243734,-124.3734,0,0,0,0,1
SR450,replicate_03,EIS,126,127.1618,-0.1246332,-124.6332,0,0,0,0,1
SR450,replicate_03,EIS,127,128.1761,-0.1245677,-124.5677,0,0,0,0,1
SR450,replicate_03,EIS,128,129.1906,-0.1244625,-124.4625,0,0,0,0,1
SR450,replicate_03,EIS,129,130.205,-0.1244303,-124.4303,0,0,0,0,1
SR450,replicate_03,EIS,130,131.2194,-0.1246085,-124.6085,0,0,0,0,1
SR450,replicate_03,EIS,131,132.2386,-0.1245547,-124.5547,0,0,0,0,1
SR450,replicate_03,EIS,132,133.2531,-0.1245068,-124.5068,0,0,0,0,1
SR450,replicate_03,EIS,133,134.2675,-0.1244268,-124.4268,0,0,0,0,1
SR450,replicate_03,EIS,134,135.2818,-0.1243537,-124.3537,0,0,0,0,1
SR450,replicate_03,EIS,135,136.2962,-0.1243875,-124.3875,0,0,0,0,1
SR450,replicate_03,EIS,136,137.3107,-0.1241856,-124.1856,0,0,0,0,1
SR450,replicate_03,EIS,137,138.325,-0.1241251,-124.1251,0,0,0,0,1
SR450,replicate_03,EIS,138,139.3394,-0.1241463,-124.1463,0,0,0,0,1
SR450,replicate_03,EIS,139,140.3539,-0.1242017,-124.2017,0,0,0,0,1
SR450,replicate_03,EIS,140,141.3683,-0.1240562,-124.0562,0,0,0,0,1
SR450,replicate_03,EIS,141,142.3875,-0.12404,-124.04,0,0,0,0,1
SR450,replicate_03,EIS,142,143.4019,-0.1241584,-124.1584,0,0,0,0,1
SR450,replicate_03,EIS,143,144.4162,-0.1241196,-124.1196,0,0,0,0,1
SR450,replicate_03,EIS,144,145.4306,-0.1242047,-124.2047,0,0,0,0,1
SR450,replicate_03,EIS,145,146.4451,-0.1239479,-123.9479,0,0,0,0,1
SR450,replicate_03,EIS,146,147.4595,-0.1240859,-124.0859,0,0,0,0,1
SR450,replicate_03,EIS,147,148.4738,-0.1240869,-124.0869,0,0,0,0,1
SR450,replicate_03,EIS,148,149.4883,-0.123895,-123.895,0,0,0,0,1
SR450,replicate_03,EIS,149,150.5027,-0.1240491,-124.0491,0,0,0,0,1
SR450,replicate_03,EIS,150,151.517,-0.1239942,-123.9942,0,0,0,0,1
SR450,replicate_03,EIS,151,152.5363,-0.1240964,-124.0964,0,0,0,0,1
SR450,replicate_03,EIS,152,153.5507,-0.1242888,-124.2888,0,0,0,0,1
SR450,replicate_03,EIS,153,154.5651,-0.1244117,-124.4117,0,0,0,0,1
SR450,replicate_03,EIS,154,155.5795,-0.1244826,-124.4826,0,0,0,0,1
SR450,replicate_03,EIS,155,156.5939,-0.1245778,-124.5778,0,0,0,0,1
SR450,replicate_03,EIS,156,157.6083,-0.124598,-124.598,0,0,0,0,1
SR450,replicate_03,EIS,157,158.6227,-0.1246403,-124.6403,0,0,0,0,1
SR450,replicate_03,EIS,158,159.6371,-0.1246901,-124.6901,0,0,0,0,1
SR450,replicate_03,EIS,159,160.6515,-0.1246982,-124.6982,0,0,0,0,1
SR450,replicate_03,EIS,160,161.6659,-0.1248356,-124.8356,0,0,0,0,1
SR450,replicate_03,EIS,161,162.6852,-0.1247762,-124.7762,0,0,0,0,1
SR450,replicate_03,EIS,162,163.6996,-0.1247178,-124.7178,0,0,0,0,1
SR450,replicate_03,EIS,163,164.7139,-0.1247581,-124.7581,0,0,0,0,1
SR450,replicate_03,EIS,164,165.7283,-0.1250093,-125.0093,0,0,0,0,1
SR450,replicate_03,EIS,165,166.7428,-0.1250355,-125.0355,0,0,0,0,1
SR450,replicate_03,EIS,166,167.7572,-0.1249268,-124.9268,0,0,0,0,1
SR450,replicate_03,EIS,167,168.7715,-0.1249555,-124.9555,0,0,0,0,1
SR450,replicate_03,EIS,168,169.7859,-0.1248769,-124.8769,0,0,0,0,1
SR450,replicate_03,EIS,169,170.8004,-0.124891,-124.891,0,0,0,0,1
SR450,replicate_03,EIS,170,171.8147,-0.1249525,-124.9525,0,0,0,0,1
SR450,replicate_03,EIS,171,172.834,-0.1250068,-125.0068,0,0,0,0,1
SR450,replicate_03,EIS,172,173.8484,-0.1250511,-125.0511,0,0,0,0,1
SR450,replicate_03,EIS,173,174.8628,-0.1250506,-125.0506,0,0,0,0,1
SR450,replicate_03,EIS,174,175.8772,-0.1252435,-125.2435,0,0,0,0,1
SR450,replicate_03,EIS,175,176.8916,-0.1250169,-125.0169,0,0,0,0,1
SR450,replicate_03,EIS,176,177.906,-0.1250562,-125.0562,0,0,0,0,1
SR450,replicate_03,EIS,177,178.9204,-0.1251398,-125.1398,0,0,0,0,1
SR450,replicate_03,EIS,178,179.9348,-0.1255763,-125.5763,0,0,0,0,1
SR450,replicate_03,EIS,179,180.9492,-0.1256131,-125.6131,0,0,0,0,1
SR450,replicate_03,EIS,180,181.9636,-0.1257697,-125.7697,0,0,0,0,1
SR450,replicate_03,EIS,181,182.9828,-0.1258558,-125.8558,0,0,0,0,1
SR450,replicate_03,EIS,182,183.9973,-0.1257707,-125.7707,0,0,0,0,1
SR450,replicate_03,EIS,183,185.0116,-0.1257591,-125.7591,0,0,0,0,1
SR450,replicate_03,EIS,184,186.026,-0.1259203,-125.9203,0,0,0,0,1
SR450,replicate_03,EIS,185,187.0405,-0.1257778,-125.7778,0,0,0,0,1
SR450,replicate_03,EIS,186,188.0549,-0.1260184,-126.0184,0,0,0,0,1
SR450,replicate_03,EIS,187,189.0692,-0.1260265,-126.0265,0,0,0,0,1
SR450,replicate_03,EIS,188,190.0836,-0.1261479,-126.1479,0,0,0,0,1
SR450,replicate_03,EIS,189,191.0981,-0.126309,-126.309,0,0,0,0,1
SR450,replicate_03,EIS,190,192.1125,-0.1264182,-126.4182,0,0,0,0,1
SR450,replicate_03,EIS,191,193.1317,-0.1265582,-126.5582,0,0,0,0,1
SR450,replicate_03,EIS,192,194.1461,-0.1266831,-126.6831,0,0,0,0,1
SR450,replicate_03,EIS,193,195.1605,-0.1268553,-126.8553,0,0,0,0,1
SR450,replicate_03,EIS,194,196.1749,-0.1270653,-127.0653,0,0,0,0,1
SR450,replicate_03,EIS,195,197.1893,-0.1271247,-127.1247,0,0,0,0,1
SR450,replicate_03,EIS,196,198.2037,-0.1270326,-127.0326,0,0,0,0,1
SR450,replicate_03,EIS,197,199.2182,-0.127099,-127.099,0,0,0,0,1
SR450,replicate_03,EIS,198,200.2325,-0.1269993,-126.9993,0,0,0,0,1
SR450,replicate_03,EIS,199,201.247,-0.1268085,-126.8085,0,0,0,0,1
SR450,replicate_03,EIS,200,202.2614,-0.1269298,-126.9298,0,0,0,0,1
SR450,replicate_03,EIS,201,203.2806,-0.1267415,-126.7415,0,0,0,0,1
SR450,replicate_03,EIS,202,204.295,-0.1266207,-126.6207,0,0,0,0,1
SR450,replicate_03,EIS,203,205.3094,-0.1264933,-126.4933,0,0,0,0,1
SR450,replicate_03,EIS,204,206.3238,-0.126241,-126.241,0,0,0,0,1
SR450,replicate_03,EIS,205,207.3382,-0.1260653,-126.0653,0,0,0,0,1
SR450,replicate_03,EIS,206,208.3526,-0.1259877,-125.9877,0,0,0,0,1
SR450,replicate_03,EIS,207,209.367,-0.1258679,-125.8679,0,0,0,0,1
SR450,replicate_03,EIS,208,210.3814,-0.1258326,-125.8326,0,0,0,0,1
SR450,replicate_03,EIS,209,211.3958,-0.1257652,-125.7652,0,0,0,0,1
SR450,replicate_03,EIS,210,212.4102,-0.1255935,-125.5935,0,0,0,0,1
SR450,replicate_03,EIS,211,213.4294,-0.1254227,-125.4227,0,0,0,0,1
SR450,replicate_03,EIS,212,214.4439,-0.1254429,-125.4429,0,0,0,0,1
SR450,replicate_03,EIS,213,215.4583,-0.1253638,-125.3638,0,0,0,0,1
SR450,replicate_03,EIS,214,216.4727,-0.1252088,-125.2088,0,0,0,0,1
SR450,replicate_03,EIS,215,217.4871,-0.1251826,-125.1826,0,0,0,0,1
SR450,replicate_03,EIS,216,218.5015,-0.1251146,-125.1146,0,0,0,0,1
SR450,replicate_03,EIS,217,219.5159,-0.1248532,-124.8532,0,0,0,0,1
SR450,replicate_03,EIS,218,220.5303,-0.1247969,-124.7969,0,0,0,0,1
SR450,replicate_03,EIS,219,221.5448,-0.1247898,-124.7898,0,0,0,0,1
SR450,replicate_03,EIS,220,222.5592,-0.1248175,-124.8175,0,0,0,0,1
SR450,replicate_03,EIS,221,223.5784,-0.1246,-124.6,0,0,0,0,1
SR450,replicate_03,EIS,222,224.5928,-0.1247178,-124.7178,0,0,0,0,1
SR450,replicate_03,EIS,223,225.6072,-0.1248125,-124.8125,0,0,0,0,1
SR450,replicate_03,EIS,224,226.6216,-0.1247097,-124.7097,0,0,0,0,1
SR450,replicate_03,EIS,225,227.636,-0.1248235,-124.8235,0,0,0,0,1
SR450,replicate_03,EIS,226,228.6504,-0.1246654,-124.6654,0,0,0,0,1
SR450,replicate_03,EIS,227,229.6648,-0.1248996,-124.8996,0,0,0,0,1
SR450,replicate_03,EIS,228,230.6792,-0.1246448,-124.6448,0,0,0,0,1
SR450,replicate_03,EIS,229,231.6936,-0.1247163,-124.7163,0,0,0,0,1
SR450,replicate_03,EIS,230,232.708,-0.1248875,-124.8875,0,0,0,0,1
SR450,replicate_03,EIS,231,233.7272,-0.1247012,-124.7012,0,0,0,0,1
SR450,replicate_03,EIS,232,234.7417,-0.1248774,-124.8774,0,0,0,0,1
SR450,replicate_03,EIS,233,235.756,-0.1247661,-124.7661,0,0,0,0,1
SR450,replicate_03,EIS,234,236.7704,-0.1249565,-124.9565,0,0,0,0,1
SR450,replicate_03,EIS,235,237.7849,-0.1249152,-124.9152,0,0,0,0,1
SR450,replicate_03,EIS,236,238.7993,-0.1249509,-124.9509,0,0,0,0,1
SR450,replicate_03,EIS,237,239.8136,-0.1248789,-124.8789,0,0,0,0,1
SR450,replicate_03,EIS,238,240.828,-0.1250582,-125.0582,0,0,0,0,1
SR450,replicate_03,EIS,239,241.8425,-0.1250381,-125.0381,0,0,0,0,1
SR450,replicate_03,EIS,240,242.8569,-0.1250849,-125.0849,0,0,0,0,1
SR450,replicate_03,EIS,241,243.8761,-0.1250441,-125.0441,0,0,0,0,1
SR450,replicate_03,EIS,242,244.8905,-0.1253266,-125.3266,0,0,0,0,1
SR450,replicate_03,EIS,243,245.9049,-0.1255839,-125.5839,0,0,0,0,1
SR450,replicate_03,EIS,244,246.9193,-0.1253235,-125.3235,0,0,0,0,1
SR450,replicate_03,EIS,245,247.9337,-0.1252742,-125.2742,0,0,0,0,1
SR450,replicate_03,EIS,246,248.9481,-0.1249716,-124.9716,0,0,0,0,1
SR450,replicate_03,EIS,247,249.9625,-0.1249504,-124.9504,0,0,0,0,1
SR450,replicate_03,EIS,248,250.9769,-0.1248558,-124.8558,0,0,0,0,1
SR450,replicate_03,EIS,249,251.9913,-0.1247123,-124.7123,0,0,0,0,1
SR450,replicate_03,EIS,250,253.0057,-0.124679,-124.679,0,0,0,0,1
SR450,replicate_03,EIS,251,254.0249,-0.1247163,-124.7163,0,0,0,0,1
SR450,replicate_03,EIS,252,255.0394,-0.1245753,-124.5753,0,0,0,0,1
SR450,replicate_03,EIS,253,256.0537,-0.1245818,-124.5818,0,0,0,0,1
SR450,replicate_03,EIS,254,257.0681,-0.1244459,-124.4459,0,0,0,0,1
SR450,replicate_03,EIS,255,258.0826,-0.1246236,-124.6236,0,0,0,0,1
SR450,replicate_03,EIS,256,259.097,-0.124531,-124.531,0,0,0,0,1
SR450,replicate_03,EIS,257,260.1114,-0.1244625,-124.4625,0,0,0,0,1
SR450,replicate_03,EIS,258,261.1258,-0.1243789,-124.3789,0,0,0,0,1
SR450,replicate_03,EIS,259,262.1401,-0.1243532,-124.3532,0,0,0,0,1
SR450,replicate_03,EIS,260,263.1546,-0.1244716,-124.4716,0,0,0,0,1
SR450,replicate_03,EIS,261,264.1739,-0.1243754,-124.3754,0,0,0,0,1
SR450,replicate_03,EIS,262,265.1883,-0.1242787,-124.2787,0,0,0,0,1
SR450,replicate_03,EIS,263,266.2028,-0.124459,-124.459,0,0,0,0,1
SR450,replicate_03,EIS,264,267.2173,-0.124469,-124.469,0,0,0,0,1
SR450,replicate_03,EIS,265,268.2317,-0.1245204,-124.5204,0,0,0,0,1
SR450,replicate_03,EIS,266,269.2461,-0.1245627,-124.5627,0,0,0,0,1
SR450,replicate_03,EIS,267,270.2606,-0.1244121,-124.4121,0,0,0,0,1
SR450,replicate_03,EIS,268,271.275,-0.1245572,-124.5572,0,0,0,0,1
SR450,replicate_03,EIS,269,272.2893,-0.1244499,-124.4499,0,0,0,0,1
SR450,replicate_03,EIS,270,273.3037,-0.1246423,-124.6423,0,0,0,0,1
SR450,replicate_03,EIS,271,274.323,-0.1246735,-124.6735,0,0,0,0,1
SR450,replicate_03,EIS,272,275.3375,-0.1245929,-124.5929,0,0,0,0,1
SR450,replicate_03,EIS,273,276.3518,-0.1245854,-124.5854,0,0,0,0,1
SR450,replicate_03,EIS,274,277.3663,-0.1247616,-124.7616,0,0,0,0,1
SR450,replicate_03,EIS,275,278.3807,-0.1248306,-124.8306,0,0,0,0,1
SR450,replicate_03,EIS,276,279.3951,-0.1247581,-124.7581,0,0,0,0,1
SR450,replicate_03,EIS,277,280.4095,-0.1248155,-124.8155,0,0,0,0,1
SR450,replicate_03,EIS,278,281.4239,-0.1247561,-124.7561,0,0,0,0,1
SR450,replicate_03,EIS,279,282.4383,-0.1248895,-124.8895,0,0,0,0,1
SR450,replicate_03,EIS,280,283.4527,-0.1244751,-124.4751,0,0,0,0,1
SR450,replicate_03,EIS,281,284.472,-0.1248261,-124.8261,0,0,0,0,1
SR450,replicate_03,EIS,282,285.4864,-0.1245451,-124.5451,0,0,0,0,1
SR450,replicate_03,EIS,283,286.5008,-0.1247279,-124.7279,0,0,0,0,1
SR450,replicate_03,EIS,284,287.5151,-0.1247198,-124.7198,0,0,0,0,1
SR450,replicate_03,EIS,285,288.5295,-0.1249726,-124.9726,0,0,0,0,1
SR450,replicate_03,EIS,286,289.5439,-0.1252646,-125.2646,0,0,0,0,1
SR450,replicate_03,EIS,287,290.5583,-0.125457,-125.457,0,0,0,0,1
SR450,replicate_03,EIS,288,291.5728,-0.1257551,-125.7551,0,0,0,0,1
SR450,replicate_03,EIS,289,292.5872,-0.1259429,-125.9429,0,0,0,0,1
SR450,replicate_03,EIS,290,293.6016,-0.1258991,-125.8991,0,0,0,0,1
SR450,replicate_03,EIS,291,294.6208,-0.1259847,-125.9847,0,0,0,0,1
SR450,replicate_03,EIS,292,295.6352,-0.1262098,-126.2098,0,0,0,0,1
SR450,replicate_03,EIS,293,296.6496,-0.1261045,-126.1045,0,0,0,0,1
SR450,replicate_03,EIS,294,297.664,-0.1260033,-126.0033,0,0,0,0,1
SR450,replicate_03,EIS,295,298.6784,-0.1260487,-126.0487,0,0,0,0,1
SR450,replicate_03,EIS,296,299.6929,-0.1260693,-126.0693,0,0,0,0,1
SR450,replicate_03,EIS,297,300.7073,-0.1262647,-126.2647,0,0,0,0,1
SR450,replicate_03,EIS,298,310.4102,-0.1235471,-123.5471,0.004152791,100000,5.546268,0.9895473,1
SR450,replicate_03,EIS,299,314.9036,-0.124324,-124.324,0.00002738352,63000,5.792695,1.357139,1
SR450,replicate_03,EIS,300,319.3972,-0.1243265,-124.3265,0.00002664801,40000,6.126385,1.798513,1
SR450,replicate_03,EIS,301,323.8958,-0.124254,-124.254,0.00002789272,25000,6.551274,2.428382,1
SR450,replicate_03,EIS,302,328.3898,-0.1243507,-124.3507,0.00002704406,16000,7.08563,3.210423,1
SR450,replicate_03,EIS,303,332.8874,-0.1242732,-124.2732,0.00002659144,10000,7.781471,4.310422,1
SR450,replicate_03,EIS,304,337.3817,-0.124398,-124.398,0.00002608224,6300,8.692226,5.783559,1
SR450,replicate_03,EIS,305,341.8763,-0.1243683,-124.3683,0.00002574277,4000,9.753573,7.745345,1
SR450,replicate_03,EIS,306,346.3711,-0.1242334,-124.2334,0.00002591251,2500,11.23694,10.62463,1
SR450,replicate_03,EIS,307,350.8659,-0.1244046,-124.4046,0.00002619539,1600,13.05612,14.43044,1
SR450,replicate_03,EIS,308,355.3611,-0.124465,-124.465,0.00002828876,1000,15.62321,20.13464,1
SR450,replicate_03,EIS,309,359.946,-0.1243255,-124.3255,0.00002642171,630,19.07319,28.1667,1
SR450,replicate_03,EIS,310,364.4415,-0.1243834,-124.3834,0.00002777957,400,23.61172,39.23862,1
SR450,replicate_03,EIS,311,369.0316,-0.124392,-124.392,0.00002461122,250,30.34331,55.83242,1
SR450,replicate_03,EIS,312,373.6172,-0.1243517,-124.3517,0.00002823219,160,38.98307,78.31855,1
